person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
28,72000,0,4.0,3,2,12000,13.49,0,0.17,1,6
31,60380,2,10.0,0,1,6000,11.48,0,0.1,0,10
23,82000,0,7.0,4,3,15000,18.25,1,0.18,1,2
28,19200,0,0.0,5,1,4000,12.69,1,0.21,0,8
41,54000,2,6.0,3,2,5000,13.23,1,0.09,0,12
28,31800,0,2.0,2,3,8500,16.07,1,0.27,0,10
25,56000,0,1.0,0,1,6000,10.74,0,0.11,0,2
22,14400,0,0.0,4,3,2100,14.83,1,0.15,0,3
22,42000,0,0.0,3,3,16000,16.0,1,0.38,0,3
26,30000,0,6.0,4,2,8000,10.99,1,0.27,0,3
21,12000,1,6.0,1,2,3000,13.61,1,0.25,1,3
28,51996,0,1.0,0,2,5000,10.99,0,0.1,0,6
22,26400,2,4.0,0,1,1000,10.99,1,0.04,0,2
22,23587,0,4.0,4,1,2000,11.89,1,0.08,0,4
33,62050,2,17.0,2,3,20000,10.99,1,0.27,1,8
22,74000,2,6.0,4,2,11200,10.99,1,0.15,1,2
21,30000,0,1.0,3,3,14500,14.59,1,0.48,1,2
29,25000,0,0.0,0,1,4125,11.71,0,0.17,0,6
38,55000,2,16.0,5,0,11700,7.66,0,0.21,0,13
27,50000,2,5.0,3,1,2000,10.99,0,0.04,0,6
25,45000,2,0.0,3,1,7500,10.39,0,0.17,0,3
24,65000,0,2.0,5,1,6400,10.65,0,0.1,0,2
45,52569,2,0.0,2,5,10400,19.47,1,0.17,0,12
37,32400,1,0.0,1,3,8000,15.99,0,0.25,0,12
24,32000,0,2.0,1,2,1000,13.06,1,0.03,0,3
37,30000,0,7.0,2,1,10000,9.25,1,0.33,0,16
24,30000,2,3.0,5,2,4500,14.72,0,0.15,1,4
34,19200,0,18.0,3,0,5000,6.99,1,0.26,0,7
27,36000,0,4.0,4,3,3000,15.62,1,0.08,0,7
24,14400,0,4.0,2,3,3825,10.99,1,0.27,0,2
34,30636,0,4.0,5,1,10000,10.37,1,0.33,0,10
29,90000,2,14.0,4,1,15000,11.11,0,0.17,0,9
26,71760,2,10.0,0,4,3000,19.91,0,0.04,0,3
26,66948,1,11.0,0,1,20000,10.95,0,0.3,0,4
23,17520,0,5.0,5,1,3000,10.37,1,0.17,0,4
23,56000,1,7.0,1,1,20000,10.99,0,0.36,0,3
23,70000,0,1.0,1,0,3500,5.42,0,0.05,0,3
22,18000,0,0.0,3,2,3500,13.48,1,0.19,1,2
29,33000,2,8.0,1,1,5600,11.71,1,0.17,0,6
24,35000,0,3.0,5,2,10000,12.73,0,0.29,1,4
25,100000,2,3.0,2,0,12000,5.79,0,0.12,0,2
22,54288,0,3.0,3,1,15350,12.18,0,0.28,0,3
24,80000,2,8.0,0,3,25000,14.46,0,0.31,1,2
45,115000,2,8.0,3,0,8000,8.94,0,0.07,0,11
20,135000,2,1.0,3,2,15000,15.96,0,0.11,1,2
26,86000,2,11.0,5,1,9250,11.12,0,0.11,0,4
25,63000,2,9.0,0,1,14000,12.42,0,0.22,0,2
27,125000,1,7.0,0,1,13200,11.14,0,0.11,0,8
25,60000,2,4.0,2,0,8650,7.51,0,0.14,0,2
24,65000,0,0.0,5,1,7000,11.83,0,0.11,0,2
21,15000,0,6.0,3,0,4800,8.49,1,0.32,0,3
24,88560,2,7.0,0,1,10000,11.49,0,0.11,0,4
41,46152,0,10.0,0,1,14525,11.11,1,0.31,0,16
24,72000,2,8.0,3,1,18000,11.86,0,0.25,0,4
24,59000,0,1.0,4,3,18000,14.96,1,0.31,1,4
26,29406,0,5.0,4,1,10000,11.71,1,0.34,0,4
25,49000,0,2.0,3,2,3000,12.68,1,0.06,1,3
22,40800,0,6.0,3,0,1000,6.91,0,0.02,0,2
24,45000,0,0.0,1,4,6000,17.19,1,0.13,1,3
25,23000,0,4.0,4,3,8000,14.46,1,0.35,1,2
22,42500,0,7.0,2,3,11850,14.11,1,0.28,1,2
22,37900,0,2.0,2,1,5000,12.18,1,0.13,0,2
25,64500,1,4.0,0,2,12000,13.48,0,0.19,1,4
25,29004,0,5.0,0,2,12000,12.84,1,0.41,1,4
22,67350,2,6.0,1,3,9600,14.96,0,0.14,0,4
50,19200,0,2.0,1,5,4000,10.99,1,0.21,0,12
32,27385,2,3.0,4,2,2000,12.99,1,0.07,1,9
36,100000,2,2.0,1,0,8000,6.76,0,0.08,0,11
24,22100,0,4.0,1,2,8000,13.23,1,0.36,0,2
25,50280,2,0.0,4,0,10000,9.63,0,0.2,0,2
23,33000,0,1.0,1,2,8950,13.22,1,0.27,1,3
29,175000,2,1.0,5,0,15000,8.49,0,0.09,0,8
29,120000,1,5.0,2,1,8000,11.11,0,0.07,0,10
21,18000,0,2.0,0,1,4500,10.38,1,0.25,0,3
22,9600,0,0.0,3,0,1500,7.29,1,0.16,0,2
24,64000,2,0.0,1,0,12000,8.59,0,0.19,0,3
33,82000,0,9.0,3,0,5000,7.51,0,0.06,0,8
24,75000,2,0.0,1,1,7000,11.99,0,0.09,0,3
26,59000,0,3.0,2,3,12000,10.99,1,0.2,0,4
23,70000,0,7.0,5,2,22500,14.27,1,0.32,0,2
26,32000,2,7.0,3,2,4800,12.61,0,0.15,1,3
22,24000,2,2.0,1,3,3975,13.87,0,0.17,0,3
23,68000,0,1.0,0,4,14400,17.99,1,0.21,1,3
21,55000,2,5.0,1,0,10500,7.51,0,0.19,0,3
23,75000,1,7.0,1,3,12000,12.49,0,0.16,0,4
24,175000,1,3.0,3,1,8000,11.14,0,0.05,0,4
29,125004,0,3.0,2,1,7200,9.99,0,0.06,0,6
22,74476,2,6.0,1,0,5000,8.49,1,0.07,0,2
25,16000,0,0.0,5,0,3200,9.32,1,0.2,0,2
23,48000,1,5.0,3,1,2550,11.86,0,0.05,0,3
50,29000,0,1.0,0,1,1500,10.39,1,0.05,0,15
24,91228,2,2.0,2,0,12000,7.49,0,0.13,0,3
22,79000,0,3.0,5,0,10000,7.88,0,0.13,0,2
23,45000,0,7.0,1,3,4000,14.96,0,0.09,0,4
35,54000,1,4.0,3,0,6000,6.62,0,0.11,0,9
41,4000,0,0.0,2,2,2000,13.22,1,0.5,1,15
26,33000,1,4.0,3,0,10150,8.49,0,0.31,0,2
23,45000,0,2.0,0,1,11200,10.59,0,0.25,0,2
26,91800,2,10.0,2,4,10000,16.32,1,0.09,1,4
31,33600,0,0.0,2,1,4000,11.49,0,0.12,0,5
25,48226,0,9.0,2,0,7000,7.9,0,0.15,0,3
34,54000,0,2.0,3,3,7800,14.84,1,0.14,0,6
28,99996,2,6.0,3,0,10000,5.42,0,0.1,0,9
22,54252,2,6.0,0,0,3500,6.39,0,0.06,0,4
24,51996,0,2.0,2,2,15000,13.22,0,0.29,0,3
28,39000,0,3.0,0,1,5000,10.25,0,0.13,0,7
25,140000,0,9.0,1,0,20000,6.54,0,0.14,0,4
27,60000,2,0.0,5,0,7000,7.43,0,0.12,0,9
25,35000,0,5.0,2,2,13000,13.22,1,0.37,0,2
28,60000,1,1.0,4,2,5000,14.27,0,0.08,1,5
22,16094,2,2.0,3,0,5500,7.14,1,0.34,0,3
29,44000,0,14.0,1,1,16000,10.99,1,0.36,0,8
23,18000,0,1.0,0,2,3250,10.99,1,0.18,1,4
25,56950,0,9.0,2,2,5000,13.92,1,0.07,0,4
28,12000,0,0.0,2,1,4000,10.99,1,0.33,0,9
23,112000,2,5.0,0,1,12000,11.99,0,0.11,0,3
37,68480,0,2.0,2,2,3600,15.23,0,0.05,1,11
38,37440,0,14.0,3,2,19750,13.92,1,0.53,0,16
22,50000,0,2.0,0,2,8000,13.16,0,0.16,1,2
28,33763,0,5.0,2,0,4800,7.14,0,0.14,0,5
26,63000,0,1.0,3,4,10000,16.4,1,0.16,1,2
24,19200,0,1.0,2,2,4000,14.35,1,0.21,1,4
29,33000,2,5.0,3,1,4200,11.36,0,0.13,0,9
23,28800,2,7.0,5,1,8400,9.63,0,0.29,0,3
27,25200,0,2.0,3,0,1800,6.76,0,0.07,0,10
32,30000,2,6.0,3,0,10000,7.51,0,0.33,0,9
25,84000,2,9.0,5,3,5000,16.02,1,0.06,0,3
33,56400,2,3.0,1,1,8500,12.42,1,0.15,0,6
24,50000,0,1.0,2,1,18000,12.42,1,0.36,0,4
24,14400,1,5.0,0,0,6000,7.49,1,0.42,0,3
28,41000,0,1.0,2,1,9000,9.88,0,0.22,0,8
22,82000,2,6.0,1,1,10750,9.25,0,0.13,0,3
34,40000,0,2.0,0,1,13200,12.42,1,0.33,0,8
27,118000,2,3.0,0,0,10000,6.17,0,0.08,0,6
44,51850,0,7.0,2,3,10000,14.11,1,0.16,0,12
23,19200,0,3.0,3,2,3000,12.99,1,0.16,1,2
24,238000,0,2.0,3,3,10000,13.67,1,0.04,0,2
26,61200,1,4.0,4,2,1500,12.84,0,0.02,1,2
29,32000,0,6.0,2,2,10800,13.57,1,0.34,0,5
26,15436,0,4.0,4,0,5500,7.88,1,0.36,0,3
33,56000,2,13.0,2,0,12000,6.62,0,0.21,0,6
26,40000,0,4.0,1,1,6000,10.99,0,0.15,0,2
26,78000,0,5.0,0,2,6000,12.68,1,0.08,0,2
30,55000,2,9.0,4,1,16000,10.99,0,0.29,0,6
31,66000,0,4.0,5,2,6000,14.35,1,0.09,0,5
29,40800,0,4.0,3,1,2700,11.71,0,0.07,0,7
31,47000,2,10.0,3,3,23000,14.84,1,0.49,0,9
23,48000,0,8.0,0,1,4000,10.37,1,0.08,0,3
30,90000,2,7.0,5,0,4800,8.9,1,0.05,0,5
23,56525,0,1.0,2,1,15000,11.48,1,0.23,0,4
25,99800,2,1.0,2,0,12000,8.94,0,0.12,0,2
34,20400,2,6.0,2,2,3300,13.06,0,0.16,1,10
40,40000,1,12.0,2,1,13750,8.88,0,0.34,0,14
31,29000,2,6.0,0,3,5000,15.99,0,0.17,0,7
24,29004,0,4.0,1,0,5000,6.92,1,0.17,0,3
22,80000,2,6.0,1,1,16000,11.99,0,0.2,0,3
48,29120,0,0.0,5,3,3000,12.49,1,0.1,1,14
30,40556,0,12.0,1,2,8500,12.87,0,0.21,1,7
22,49000,0,7.0,5,2,3000,12.23,1,0.06,1,2
39,34000,0,1.0,4,3,14000,17.58,1,0.41,0,16
31,35000,0,6.0,2,2,11700,13.06,1,0.33,0,9
33,108000,2,17.0,4,1,11500,9.99,0,0.11,0,7
27,64000,0,3.0,0,0,3600,7.49,1,0.06,0,5
23,29472,0,3.0,5,2,11000,13.49,1,0.37,0,4
32,135000,2,1.0,5,1,16000,10.99,0,0.12,0,10
30,54000,0,2.0,3,4,5000,15.13,1,0.09,0,9
27,80000,0,3.0,1,0,20000,7.49,0,0.25,0,9
38,18720,0,0.0,3,3,6000,15.99,1,0.32,0,12
22,46610,0,6.0,5,1,18000,10.71,1,0.39,0,3
36,36000,0,20.0,3,2,12375,14.27,1,0.34,0,16
24,88000,2,5.0,5,4,24000,19.69,1,0.27,0,2
24,30000,0,1.0,4,3,5000,15.7,1,0.17,1,4
23,31000,0,3.0,1,1,3200,11.49,0,0.1,0,4
25,67200,2,9.0,2,2,5000,13.8,0,0.07,1,2
28,19000,0,1.0,5,1,9250,11.49,1,0.49,0,7
22,50004,0,3.0,3,2,25000,12.23,1,0.5,0,3
26,148000,0,1.0,5,4,20000,17.99,1,0.14,0,3
40,63000,0,2.0,4,1,13050,11.48,0,0.21,0,15
30,114000,2,13.0,5,0,9975,5.42,0,0.09,0,10
21,54000,0,5.0,5,0,5125,5.99,1,0.09,0,4
24,110000,0,1.0,0,1,20000,10.38,0,0.18,0,4
27,56400,0,1.0,3,1,9700,8.88,0,0.17,0,10
27,55512,0,11.0,2,2,4200,14.26,1,0.08,1,8
26,30000,0,4.0,3,2,2800,14.65,0,0.09,1,3
24,141000,1,8.0,1,0,10000,7.49,0,0.07,0,2
24,29200,2,6.0,5,0,2500,6.76,0,0.09,0,2
25,30000,0,4.0,2,0,7000,7.74,0,0.23,0,2
34,38500,0,0.0,5,2,8000,10.99,0,0.21,1,9
29,27840,0,0.0,1,4,8575,19.42,1,0.31,1,10
22,55000,0,6.0,1,0,6000,6.62,0,0.11,0,2
32,34000,0,0.0,1,1,7500,10.01,1,0.22,0,5
22,30000,0,4.0,5,4,13250,16.4,1,0.44,1,3
36,10800,0,0.0,3,4,3000,16.77,1,0.28,0,11
24,20400,0,3.0,5,2,7550,14.79,1,0.37,1,3
30,75000,2,2.0,4,2,21000,14.35,0,0.28,1,5
32,44000,2,9.0,5,0,15600,6.17,0,0.35,0,5
21,100000,1,5.0,0,0,5000,7.14,0,0.05,0,3
31,70550,0,2.0,2,3,16000,17.49,1,0.19,0,8
23,95000,2,3.0,4,5,15000,17.03,1,0.16,0,2
22,60000,0,5.0,1,1,6000,11.49,0,0.1,0,4
25,25000,0,1.0,5,4,6000,16.4,1,0.24,0,2
35,77268,2,11.0,1,2,7500,11.03,0,0.1,0,7
31,110000,2,0.0,4,2,5000,14.26,0,0.05,0,10
21,27600,1,3.0,1,2,1000,15.27,0,0.04,1,3
41,43439,0,4.0,3,2,15000,12.73,1,0.35,1,15
42,18000,0,3.0,3,0,8000,6.91,1,0.44,0,17
26,74000,2,4.0,1,1,7500,10.08,1,0.1,0,4
40,40008,1,20.0,0,1,12000,11.71,0,0.3,0,15
32,38000,0,0.0,1,1,7200,10.08,0,0.19,0,7
28,143000,2,3.0,5,4,25000,17.93,1,0.17,0,6
28,25000,0,1.0,2,1,12000,9.83,1,0.48,0,9
26,42500,0,2.0,1,2,3500,12.61,0,0.08,1,4
27,100000,2,10.0,2,1,12000,9.96,0,0.12,0,10
24,77385,0,4.0,2,0,12800,10.99,0,0.17,0,4
24,123000,0,8.0,0,3,15000,15.37,1,0.12,0,4
27,40000,0,10.0,5,1,10000,11.36,0,0.25,0,5
22,19200,0,2.0,5,0,6250,7.51,1,0.33,0,3
33,62000,0,4.0,3,1,8000,11.48,0,0.13,0,7
33,34000,0,3.0,3,2,9000,14.17,1,0.26,1,10
24,74000,0,1.0,4,3,16800,15.65,1,0.23,1,3
23,54000,0,4.0,2,1,5200,11.71,0,0.1,0,2
25,95000,0,8.0,0,1,8000,10.99,0,0.08,0,3
25,67000,2,9.0,0,2,25000,10.91,1,0.37,0,3
30,69600,0,0.0,0,3,15000,14.59,1,0.22,0,7
27,102500,2,3.0,4,1,8000,10.59,0,0.08,0,6
29,59000,0,3.0,1,0,6000,7.88,0,0.1,0,9
27,85000,0,11.0,0,1,20000,10.59,0,0.24,0,8
24,134000,2,2.0,5,3,25000,14.83,1,0.19,0,4
30,63000,2,14.0,5,0,3500,7.49,0,0.06,0,7
23,64500,2,8.0,1,1,10000,12.18,0,0.16,0,4
28,108800,2,3.0,2,4,35000,16.4,1,0.27,1,7
22,54000,2,4.0,1,3,5000,15.62,0,0.09,0,2
22,29361,0,4.0,4,1,6450,10.99,1,0.22,0,3
25,74004,0,2.0,3,4,20000,15.95,1,0.27,0,3
23,83000,0,7.0,1,1,25300,10.99,1,0.3,0,3
21,49000,0,5.0,5,3,6000,14.84,1,0.12,1,4
24,112000,0,5.0,5,2,5400,15.27,0,0.05,1,4
22,51000,0,4.0,1,3,9000,15.33,0,0.18,0,4
24,56000,0,3.0,1,3,20000,14.61,1,0.36,1,4
23,54000,0,7.0,0,0,20375,7.49,1,0.38,0,2
25,12000,0,2.0,4,1,2000,11.89,1,0.17,0,4
41,140000,2,3.0,3,2,25000,13.8,0,0.18,1,12
30,40000,0,4.0,3,2,4500,14.26,0,0.11,1,6
39,70000,2,11.0,2,0,19500,7.9,0,0.28,0,14
25,35000,0,1.0,3,0,15000,7.49,1,0.43,0,3
31,100000,2,10.0,2,0,9950,5.42,0,0.1,0,7
23,47004,0,1.0,3,1,24000,11.58,1,0.51,0,4
21,15000,0,6.0,3,0,4800,8.49,1,0.32,0,3
23,46000,0,2.0,0,5,12800,19.41,1,0.28,1,2
29,32000,2,5.0,2,0,3100,7.51,1,0.1,0,5
22,40000,0,1.0,1,1,4000,12.69,0,0.1,0,3
28,54000,0,2.0,2,3,12000,15.31,1,0.22,0,7
29,120000,0,3.0,1,0,15000,6.91,0,0.13,0,7
26,46000,2,3.0,4,1,11000,12.69,0,0.24,0,2
24,60000,2,0.0,5,1,8500,10.59,0,0.14,0,4
23,21600,0,0.0,2,2,5400,10.99,0,0.25,1,4
26,75000,0,2.0,0,1,9600,10.0,0,0.13,0,4
23,25200,0,0.0,4,2,6000,13.23,1,0.24,1,4
55,60900,2,5.0,0,0,8500,6.76,0,0.14,0,20
28,34000,0,3.0,2,1,3000,10.37,1,0.09,0,10
25,59000,2,9.0,1,1,20000,11.36,1,0.34,0,2
29,50700,0,2.0,4,1,5000,9.88,0,0.1,0,8
32,77000,2,9.0,1,3,10000,16.77,0,0.13,1,8
26,38000,0,0.0,0,1,12000,10.99,1,0.32,0,4
30,143500,2,0.0,4,1,20000,11.89,0,0.14,0,8
31,26000,0,15.0,3,1,1250,11.49,0,0.05,0,10
24,45871,0,5.0,4,3,14400,10.99,1,0.31,1,3
30,98000,2,2.0,4,0,5000,7.14,0,0.05,0,5
21,42000,0,5.0,3,3,1000,15.58,1,0.02,0,4
24,85000,2,4.0,2,2,10000,10.99,0,0.12,0,4
27,50000,2,11.0,0,2,7500,11.59,0,0.15,1,6
23,72000,0,5.0,5,3,3000,16.89,1,0.04,1,4
38,61000,0,0.0,0,1,1000,9.45,0,0.02,0,17
21,28800,2,0.0,5,0,5000,7.49,0,0.17,0,3
23,38000,0,1.0,2,0,5200,7.88,0,0.14,0,3
35,38420,0,0.0,1,2,2575,15.96,1,0.07,1,7
38,66000,0,1.0,0,3,10000,15.99,1,0.15,1,12
29,42000,0,4.0,3,6,1600,19.16,0,0.04,1,6
23,117696,2,2.0,2,0,15000,6.03,0,0.13,0,4
35,17280,0,6.0,1,3,7200,12.36,1,0.42,0,5
41,34560,0,8.0,5,3,7550,16.89,1,0.22,0,14
22,28000,2,5.0,1,0,8500,6.17,0,0.3,0,2
21,29000,0,6.0,2,2,11000,13.49,1,0.38,1,2
21,36800,2,5.0,1,0,12400,7.51,0,0.34,0,4
34,40000,0,2.0,1,1,5000,12.53,0,0.13,0,5
43,48000,2,2.0,3,0,10400,5.99,0,0.22,0,17
30,89004,0,6.0,2,2,6000,13.16,0,0.07,1,5
32,118000,2,3.0,5,3,8875,14.84,1,0.08,0,5
23,10008,0,4.0,5,1,1600,10.36,1,0.16,0,2
34,39000,0,0.0,5,1,7500,9.45,1,0.19,0,9
24,21600,0,4.0,1,1,10000,9.91,1,0.46,0,3
26,16120,0,2.0,0,1,5000,11.58,1,0.31,0,3
30,27600,2,3.0,1,3,2250,15.62,1,0.08,0,9
24,49200,0,8.0,5,4,15000,18.39,1,0.3,1,4
51,84000,0,7.0,4,0,12000,7.49,0,0.14,0,23
33,44000,2,5.0,0,1,5500,10.99,0,0.13,0,9
21,19000,1,0.0,2,3,7200,14.74,1,0.38,1,4
29,92000,2,8.0,0,1,10000,11.26,0,0.11,0,9
35,22300,1,1.0,0,2,3775,15.27,0,0.17,0,6
35,72000,2,4.0,2,1,15000,10.59,0,0.21,0,6
24,62100,2,8.0,1,2,6000,12.53,0,0.1,0,2
34,30857,0,6.0,3,2,3000,13.06,1,0.1,0,9
25,48000,2,3.0,5,2,1400,14.79,0,0.03,0,3
30,96000,2,7.0,5,0,8000,6.99,0,0.08,0,10
29,20688,0,4.0,0,0,10400,8.49,1,0.5,0,9
22,46300,0,1.0,1,0,6400,10.99,0,0.14,0,4
22,30004,1,6.0,1,0,7500,10.99,0,0.25,0,2
26,50400,1,0.0,3,1,6725,10.62,0,0.13,0,4
25,84000,2,4.0,5,0,8500,6.62,0,0.1,0,4
22,70000,2,2.0,1,0,5000,6.03,0,0.07,0,2
31,54000,2,4.0,3,0,6000,7.66,0,0.11,0,6
25,72000,2,9.0,1,3,9000,15.62,0,0.13,0,4
29,32000,2,2.0,3,0,12000,7.88,0,0.38,0,6
21,14400,0,2.0,2,2,3000,13.43,1,0.21,1,3
25,54000,0,4.0,4,3,12000,16.77,1,0.22,0,2
26,81000,0,10.0,0,0,6000,7.51,1,0.07,0,2
24,55000,2,4.0,4,0,7000,7.14,1,0.13,0,3
24,72000,0,6.0,0,0,4400,10.99,0,0.06,0,4
24,106000,0,6.0,4,1,13000,12.69,1,0.12,0,4
26,62900,1,4.0,2,4,24250,10.99,1,0.33,1,2
24,115000,2,3.0,5,3,12000,15.05,1,0.1,0,4
25,34000,0,4.0,3,1,8200,12.21,0,0.24,0,4
30,240000,2,8.0,3,3,28000,16.49,0,0.12,1,7
22,54000,2,5.0,2,1,7000,10.65,0,0.13,0,4
23,56160,2,2.0,0,1,3050,10.59,0,0.05,0,2
24,31000,0,2.0,3,2,10000,14.65,1,0.32,0,2
30,116500,2,9.0,5,2,15000,14.79,0,0.13,1,7
24,90000,0,0.0,0,0,13000,8.94,0,0.14,0,4
22,76000,0,6.0,1,1,7000,11.12,0,0.09,0,2
27,130000,1,12.0,3,1,21000,10.99,0,0.16,0,9
23,45600,1,7.0,1,0,14000,7.9,0,0.31,0,3
36,80000,2,4.0,3,0,10000,6.62,0,0.13,0,14
33,24000,0,4.0,5,3,1000,14.91,1,0.04,1,10
24,105000,2,6.0,1,1,25000,10.74,0,0.24,0,3
28,74000,0,12.0,4,1,10000,11.71,0,0.14,0,8
32,130000,2,3.0,5,1,5000,10.99,1,0.04,0,9
28,50000,2,3.0,0,0,3000,10.99,0,0.06,0,10
22,41000,0,2.0,5,1,11000,12.18,0,0.27,0,4
26,30000,0,7.0,5,3,5000,14.42,1,0.17,0,4
29,42000,2,6.0,0,1,6000,11.49,1,0.14,0,9
24,88128,2,0.0,1,1,1950,9.99,1,0.02,0,2
23,26004,0,8.0,5,1,2200,9.91,1,0.08,0,2
30,49000,2,2.0,0,2,16000,13.49,1,0.33,0,7
23,65000,2,1.0,3,0,7000,8.49,0,0.11,0,4
22,65000,0,7.0,1,3,7000,15.99,0,0.11,0,3
27,59000,0,3.0,0,1,18000,12.18,1,0.31,0,9
27,60000,2,3.0,4,1,10000,12.53,0,0.17,0,10
24,53004,2,6.0,5,1,21000,10.65,0,0.4,0,3
24,16800,0,1.0,1,2,5000,14.22,1,0.3,1,4
33,45000,0,2.0,2,1,8500,10.62,0,0.19,0,6
22,31000,0,5.0,0,1,5550,11.36,1,0.18,0,3
29,24000,1,11.0,3,0,10000,5.79,0,0.42,0,7
22,45020,0,6.0,1,1,8300,10.99,0,0.18,0,4
31,140000,2,2.0,4,1,11000,10.0,0,0.08,0,8
27,70176,0,3.0,2,0,9000,7.88,0,0.13,0,5
26,45000,2,10.0,5,0,10000,6.91,0,0.22,0,4
28,24000,0,0.0,5,2,10000,12.87,1,0.42,0,8
22,12000,0,0.0,5,1,6000,8.88,1,0.5,0,4
39,150000,2,9.0,2,0,30000,8.9,0,0.2,0,11
28,56496,0,0.0,5,2,15000,12.61,0,0.27,0,10
21,53684,2,5.0,1,3,16000,15.65,0,0.3,1,4
25,81000,0,5.0,5,0,25000,7.29,1,0.31,0,3
23,62500,2,3.0,5,3,10000,15.7,1,0.16,0,3
26,64000,2,9.0,5,3,8000,12.17,1,0.13,0,2
22,30000,0,3.0,3,2,3500,14.22,1,0.12,0,4
29,56100,0,0.0,2,3,3150,15.62,1,0.05,0,10
31,120000,2,0.0,3,1,20000,11.14,0,0.17,0,9
29,44000,0,4.0,5,2,12000,15.96,1,0.27,1,7
28,66000,0,0.0,3,2,7500,11.28,1,0.11,1,7
22,12000,0,0.0,2,0,6700,7.66,1,0.56,0,4
30,60000,2,5.0,3,0,4000,6.99,0,0.07,0,7
27,41000,0,0.0,2,1,15000,11.48,1,0.37,0,8
21,30000,0,5.0,1,0,12000,5.79,1,0.4,0,2
24,54000,0,0.0,5,3,7000,15.99,1,0.13,1,3
25,39000,0,0.0,4,4,4000,17.74,1,0.1,0,2
24,45792,0,3.0,5,1,17000,10.38,1,0.37,0,2
49,74000,2,20.0,5,4,12000,17.99,1,0.16,0,15
24,74360,1,7.0,3,0,25000,10.99,0,0.34,0,4
22,50000,2,7.0,1,0,12800,7.88,0,0.26,0,3
23,21600,0,1.0,1,3,4500,15.65,1,0.21,0,2
32,85000,0,4.0,0,0,24000,7.9,0,0.28,0,6
25,66660,0,0.0,1,1,3500,10.99,0,0.05,0,3
29,35000,0,2.0,1,0,3600,8.94,0,0.1,0,10
27,30000,0,1.0,1,0,1000,5.79,0,0.03,0,10
24,16000,0,2.0,5,3,4200,10.99,1,0.26,0,4
38,90000,2,1.0,5,0,7000,6.99,0,0.08,0,16
25,42000,0,2.0,5,2,4800,13.22,0,0.11,0,4
32,70000,2,7.0,5,1,10000,9.88,0,0.14,0,5
28,30000,0,4.0,3,1,3900,11.99,0,0.13,0,8
35,40000,1,3.0,0,2,11325,15.96,0,0.28,1,10
23,34500,0,3.0,5,1,4000,11.49,0,0.12,0,4
30,24000,0,4.0,0,0,6000,5.42,0,0.25,0,8
23,33996,0,0.0,0,3,5000,14.84,1,0.15,1,2
27,35196,0,4.0,2,2,12250,13.23,1,0.35,0,7
26,51840,0,9.0,1,0,9000,8.0,0,0.17,0,4
22,42996,2,7.0,4,2,12000,13.79,1,0.28,0,4
29,113000,2,5.0,4,2,25000,13.16,1,0.22,0,9
35,100596,2,2.0,0,1,25000,10.59,0,0.25,0,8
25,33600,0,9.0,5,3,6000,15.58,1,0.18,1,2
23,62000,0,7.0,5,1,14000,10.99,0,0.23,0,4
29,16000,1,3.0,3,0,3000,7.9,1,0.19,0,8
28,54000,0,1.0,3,4,24000,16.45,1,0.44,1,8
34,62000,2,18.0,3,1,28000,11.71,0,0.45,0,7
40,42996,1,15.0,2,3,15000,16.0,0,0.35,1,16
32,82000,2,13.0,0,1,10000,10.36,0,0.12,0,6
29,54000,2,1.0,0,6,25000,20.16,1,0.46,1,8
22,21040,0,4.0,1,1,8450,11.71,1,0.4,0,4
22,81000,0,3.0,5,2,20000,13.49,0,0.25,0,4
26,96500,0,10.0,5,2,8000,13.61,0,0.08,1,3
30,60000,1,7.0,3,3,6000,14.84,0,0.1,1,6
26,158000,0,0.0,4,3,4000,14.84,1,0.03,0,3
23,140000,2,7.0,0,1,12000,11.71,0,0.09,0,4
28,58704,0,5.0,5,2,23500,14.72,1,0.4,0,7
37,75000,0,3.0,4,2,10000,10.99,0,0.13,1,17
25,54000,0,2.0,0,2,24250,13.98,1,0.45,0,4
22,46500,2,0.0,5,1,9500,12.69,1,0.2,0,4
24,20000,0,5.0,1,1,8000,10.99,1,0.4,0,4
36,52000,0,2.0,5,2,7000,13.85,1,0.13,0,11
27,30000,0,2.0,3,1,11500,10.36,1,0.38,0,6
22,140000,0,0.0,1,1,10000,9.99,0,0.07,0,2
90,80004,0,2.0,1,1,20400,10.25,0,0.25,0,3
30,50600,0,1.0,5,2,12000,13.48,0,0.24,0,6
36,126252,0,18.0,2,0,8000,7.14,0,0.06,0,11
25,49896,0,7.0,1,4,17000,16.82,1,0.34,0,3
34,50000,1,0.0,3,0,16000,7.51,0,0.32,0,7
21,18000,0,1.0,0,0,3200,8.49,1,0.18,0,3
29,18000,0,5.0,4,1,5375,12.69,1,0.3,0,9
39,105000,2,1.0,5,0,9000,9.32,0,0.09,0,12
22,52000,2,6.0,0,3,10000,13.87,1,0.19,1,4
26,110000,0,0.0,5,0,2100,7.12,0,0.02,0,2
28,33000,2,9.0,0,0,4000,7.9,1,0.12,0,8
29,92000,2,8.0,1,1,10000,11.26,0,0.11,0,8
25,21221,2,4.0,3,1,8500,9.63,0,0.4,0,4
22,85000,0,6.0,3,1,35000,10.37,1,0.41,0,4
